架次编号,时刻_s,经度,纬度,飞行海拔_m,阶段
T001,1110.0,109.2432319,23.0335927,184.0,投送
T001,1115.0,109.2432319,23.0335927,184.0,投送
T001,1120.0,109.2432319,23.0335927,184.0,投送
T001,1125.0,109.2432319,23.0335927,184.0,投送
T001,1130.0,109.2432319,23.0335927,184.0,投送
T001,1135.0,109.2432319,23.0335927,184.0,投送
T001,1140.0,109.2432319,23.0335927,184.0,投送
T001,1145.0,109.2432319,23.0335927,184.0,投送
T001,1150.0,109.2432319,23.0335927,184.0,投送
T001,1155.0,109.2432319,23.0335927,184.0,投送
T001,1160.0,109.2432319,23.0335927,184.0,投送
T001,1165.0,109.2432319,23.0335927,184.0,投送
T001,1170.0,109.2432319,23.0335927,184.0,投送
T001,1175.0,109.2432319,23.0335927,184.0,投送
T001,1180.0,109.2432319,23.0335927,184.0,投送
T001,1185.0,109.2432319,23.0335927,184.0,投送
T001,1190.0,109.2432319,23.0335927,184.0,投送
T001,1195.0,109.2432319,23.0335927,184.0,投送
T001,1200.0,109.2432319,23.0335927,184.0,投送
T001,1205.0,109.2432319,23.0335927,184.0,投送
T001,1210.0,109.2432319,23.0335927,184.0,投送
T001,1215.0,109.2432319,23.0335927,184.0,投送
T001,1220.0,109.2432319,23.0335927,184.0,投送
T001,1225.0,109.2432319,23.0335927,184.0,投送
T001,1230.0,109.2432319,23.0335927,184.0,投送
T001,1235.0,109.2432319,23.0335927,184.0,投送
T001,1240.0,109.2432319,23.0335927,184.0,投送
T001,1245.0,109.2432319,23.0335927,184.0,投送
T001,1250.0,109.2432319,23.0335927,186.75407287681674,爬升
T001,1255.0,109.2432319,23.0335927,199.25407287681676,爬升
T001,1260.0,109.2432319,23.0335927,211.7540728768168,爬升
T001,1265.0,109.2432319,23.0335927,224.25407287681685,爬升
T001,1270.0,109.2432319,23.0335927,236.75407287681685,爬升
T001,1275.0,109.2432319,23.0335927,249.2540728768169,爬升
T001,1280.0,109.2432319,23.0335927,261.75407287681696,爬升
T001,1285.0,109.24320286407828,23.03353387107707,273.0566101074219,巡航
T001,1290.0,109.24289976570164,23.03291977136938,273.0566101074219,巡航
T001,1295.0,109.24259666732499,23.032305671661693,273.0566101074219,巡航
T001,1300.0,109.24229356894834,23.031691571954006,273.0566101074219,巡航
T001,1305.0,109.2419904705717,23.03107747224632,273.0566101074219,巡航
T001,1310.0,109.24168737219505,23.03046337253863,273.0566101074219,巡航
T001,1315.0,109.2413842738184,23.029849272830944,273.0566101074219,巡航
T001,1320.0,109.24108117544175,23.029235173123258,273.0566101074219,巡航
T001,1325.0,109.2407780770651,23.028621073415568,273.0566101074219,巡航
T001,1330.0,109.24047497868845,23.028006973707882,273.0566101074219,巡航
T001,1335.0,109.2401718803118,23.027392874000196,273.0566101074219,巡航
T001,1340.0,109.23986878193516,23.026778774292506,273.0566101074219,巡航
T001,1345.0,109.23956568355851,23.02616467458482,273.0566101074219,巡航
T001,1350.0,109.23926258518186,23.025550574877133,273.0566101074219,巡航
T001,1355.0,109.23895948680523,23.024936475169444,273.0566101074219,巡航
T001,1360.0,109.23865638842858,23.024322375461757,273.0566101074219,巡航
T001,1365.0,109.23835329005193,23.02370827575407,273.0566101074219,巡航
T001,1370.0,109.23805019167528,23.02309417604638,273.0566101074219,巡航
T001,1375.0,109.23774709329864,23.022480076338695,273.0566101074219,巡航
T001,1380.0,109.23744399492199,23.02186597663101,273.0566101074219,巡航
T001,1385.0,109.23714089654534,23.021251876923323,273.0566101074219,巡航
T001,1390.0,109.2368377981687,23.020637777215633,273.0566101074219,巡航
T001,1395.0,109.23653469979205,23.020023677507947,273.0566101074219,巡航
T001,1400.0,109.2362316014154,23.01940957780026,273.0566101074219,巡航
T001,1405.0,109.23592850303875,23.01879547809257,273.0566101074219,巡航
T001,1410.0,109.2356254046621,23.018181378384885,273.0566101074219,巡航
T001,1415.0,109.23532230628545,23.0175672786772,273.0566101074219,巡航
T001,1420.0,109.23501920790882,23.01695317896951,273.0566101074219,巡航
T001,1425.0,109.23471610953217,23.016339079261822,273.0566101074219,巡航
T001,1430.0,109.23441301115552,23.015724979554136,273.0566101074219,巡航
T001,1435.0,109.23410991277888,23.015110879846446,273.0566101074219,巡航
T001,1440.0,109.23380681440223,23.01449678013876,273.0566101074219,巡航
T001,1445.0,109.23350371602558,23.013882680431074,273.0566101074219,巡航
T001,1450.0,109.23320061764893,23.013268580723384,273.0566101074219,巡航
T001,1455.0,109.23289751927229,23.012654481015698,273.0566101074219,巡航
T001,1460.0,109.23259442089564,23.01204038130801,273.0566101074219,巡航
T001,1465.0,109.23229132251899,23.011426281600325,273.0566101074219,巡航
T001,1470.0,109.23198822414234,23.010812181892636,273.0566101074219,巡航
T001,1475.0,109.2316851257657,23.01019808218495,273.0566101074219,巡航
T001,1480.0,109.23138202738905,23.009583982477263,273.0566101074219,巡航
T001,1485.0,109.23107892901241,23.008969882769573,273.0566101074219,巡航
T001,1490.0,109.2308517,23.0085095,270.55348339709326,下降
T001,1495.0,109.2308517,23.0085095,260.55348339709326,下降
T001,1500.0,109.2308517,23.0085095,250.5534833970933,下降
T001,1505.0,109.2308517,23.0085095,240.5534833970933,下降
T001,1510.0,109.2308517,23.0085095,230.55348339709332,下降
T001,1515.0,109.2308517,23.0085095,220.55348339709332,下降
T001,1520.0,109.2308517,23.0085095,210.55348339709332,下降
T001,1525.0,109.2308517,23.0085095,200.55348339709334,下降
T001,1530.0,109.2308517,23.0085095,190.55348339709337,下降
T001,1535.0,109.2308517,23.0085095,180.55348339709337,下降
T001,1540.0,109.2308517,23.0085095,170.55348339709337,下降
T001,1545.0,109.2308517,23.0085095,160.5534833970934,下降
T001,1550.0,109.2308517,23.0085095,150.5534833970934,下降
T001,1555.0,109.2308517,23.0085095,140.5534833970934,下降
T001,1560.0,109.2308517,23.0085095,130.55348339709343,下降
T002,510.0,109.2308517,23.0085095,127.7,爬升
T002,515.0,109.2308517,23.0085095,140.2,爬升
T002,520.0,109.2308517,23.0085095,152.7,爬升
T002,525.0,109.2308517,23.0085095,165.2,爬升
T002,530.0,109.2308517,23.0085095,177.7,爬升
T002,535.0,109.2308517,23.0085095,190.2,爬升
T002,540.0,109.2308517,23.0085095,202.7,爬升
T002,545.0,109.2308517,23.0085095,215.2,爬升
T002,550.0,109.2308517,23.0085095,227.7,爬升
T002,555.0,109.2308517,23.0085095,240.2,爬升
T002,560.0,109.2308517,23.0085095,252.7,爬升
T002,565.0,109.2308517,23.0085095,265.2,爬升
T002,570.0,109.2308517,23.0085095,277.7,爬升
T002,575.0,109.2308517,23.0085095,290.2,爬升
T002,580.0,109.2308517,23.0085095,302.7,爬升
T002,585.0,109.2308517,23.0085095,315.2,爬升
T002,590.0,109.2308517,23.0085095,327.69999999999993,爬升
T002,595.0,109.2308517,23.0085095,340.2,爬升
T002,600.0,109.2308517,23.0085095,352.69999999999993,爬升
T002,605.0,109.2308517,23.0085095,365.2,爬升
T002,610.0,109.2308517,23.0085095,377.69999999999993,爬升
T002,615.0,109.2308517,23.0085095,390.19999999999993,爬升
T002,620.0,109.2308517,23.0085095,402.69999999999993,爬升
T002,625.0,109.2308517,23.0085095,415.19999999999993,爬升
T002,630.0,109.2308517,23.0085095,427.69999999999993,爬升
T002,635.0,109.2308517,23.0085095,440.19999999999993,爬升
T002,640.0,109.2308517,23.0085095,452.69999999999993,爬升
T002,645.0,109.2308517,23.0085095,465.19999999999993,爬升
T002,650.0,109.2308517,23.0085095,477.69999999999993,爬升
T002,655.0,109.2308517,23.0085095,490.19999999999993,爬升
T002,660.0,109.23080793525706,23.00853356044779,501.8304748535156,巡航
T002,665.0,109.23017878808514,23.008879445323725,501.8304748535156,巡航
T002,670.0,109.2295496409132,23.00922533019966,501.8304748535156,巡航
T002,675.0,109.22892049374128,23.009571215075592,501.8304748535156,巡航
T002,680.0,109.22829134656936,23.009917099951526,501.8304748535156,巡航
T002,685.0,109.22766219939744,23.01026298482746,501.8304748535156,巡航
T002,690.0,109.22703305222552,23.010608869703393,501.8304748535156,巡航
T002,695.0,109.2264039050536,23.010954754579327,501.8304748535156,巡航
T002,700.0,109.22577475788168,23.01130063945526,501.8304748535156,巡航
T002,705.0,109.22514561070976,23.011646524331194,501.8304748535156,巡航
T002,710.0,109.22451646353784,23.011992409207128,501.8304748535156,巡航
T002,715.0,109.22388731636592,23.01233829408306,501.8304748535156,巡航
T002,720.0,109.223258169194,23.012684178958995,501.8304748535156,巡航
T002,725.0,109.22262902202206,23.01303006383493,501.8304748535156,巡航
T002,730.0,109.22199987485014,23.013375948710863,501.8304748535156,巡航
T002,735.0,109.22137072767822,23.013721833586796,501.8304748535156,巡航
T002,740.0,109.2207415805063,23.01406771846273,501.8304748535156,巡航
T002,745.0,109.22011243333438,23.014413603338664,501.8304748535156,巡航
T002,750.0,109.21948328616246,23.014759488214597,501.8304748535156,巡航
T002,755.0,109.21885413899054,23.01510537309053,501.8304748535156,巡航
T002,760.0,109.21822499181862,23.015451257966465,501.8304748535156,巡航
T002,765.0,109.2175958446467,23.0157971428424,501.8304748535156,巡航
T002,770.0,109.21696669747477,23.016143027718332,501.8304748535156,巡航
T002,775.0,109.21633755030285,23.016488912594266,501.8304748535156,巡航
T002,780.0,109.21570840313092,23.0168347974702,501.8304748535156,巡航
T002,785.0,109.215079255959,23.017180682346133,501.8304748535156,巡航
T002,790.0,109.21445010878708,23.017526567222067,501.8304748535156,巡航
T002,795.0,109.21382096161516,23.017872452098,501.8304748535156,巡航
T002,800.0,109.21319181444323,23.018218336973934,501.8304748535156,巡航
T002,805.0,109.21256266727131,23.018564221849868,501.8304748535156,巡航
T002,810.0,109.2119335200994,23.0189101067258,501.8304748535156,巡航
T002,815.0,109.21130437292747,23.019255991601735,501.8304748535156,巡航
T002,820.0,109.21067522575555,23.01960187647767,501.8304748535156,巡航
T002,825.0,109.21004607858363,23.019947761353603,501.8304748535156,巡航
T002,830.0,109.20941693141171,23.020293646229536,501.8304748535156,巡航
T002,835.0,109.20878778423977,23.02063953110547,501.8304748535156,巡航
T002,840.0,109.20815863706785,23.020985415981404,501.8304748535156,巡航
T002,845.0,109.20752948989593,23.021331300857337,501.8304748535156,巡航
T002,850.0,109.20690034272401,23.02167718573327,501.8304748535156,巡航
T002,855.0,109.20627119555209,23.022023070609205,501.8304748535156,巡航
T002,860.0,109.20564204838017,23.02236895548514,501.8304748535156,巡航
T002,865.0,109.20501290120825,23.022714840361072,501.8304748535156,巡航
T002,870.0,109.20438375403633,23.023060725237006,501.8304748535156,巡航
T002,875.0,109.20375460686441,23.02340661011294,501.8304748535156,巡航
T002,880.0,109.20312545969249,23.023752494988873,501.8304748535156,巡航
T002,885.0,109.20249631252057,23.024098379864807,501.8304748535156,巡航
T002,890.0,109.20186716534863,23.02444426474074,501.8304748535156,巡航
T002,895.0,109.20123801817671,23.024790149616674,501.8304748535156,巡航
T002,900.0,109.20060887100479,23.025136034492608,501.8304748535156,巡航
T002,905.0,109.19997972383287,23.02548191936854,501.8304748535156,巡航
T002,910.0,109.19935057666095,23.025827804244475,501.8304748535156,巡航
T002,915.0,109.19872142948903,23.02617368912041,501.8304748535156,巡航
T002,920.0,109.1980922823171,23.026519573996342,501.8304748535156,巡航
T002,925.0,109.19746313514518,23.026865458872276,501.8304748535156,巡航
T002,930.0,109.19683398797326,23.02721134374821,501.8304748535156,巡航
T002,935.0,109.19620484080134,23.027557228624143,501.8304748535156,巡航
T002,940.0,109.19557569362942,23.027903113500077,501.8304748535156,巡航
T002,945.0,109.19494654645749,23.02824899837601,501.8304748535156,巡航
T002,950.0,109.19431739928557,23.028594883251944,501.8304748535156,巡航
T002,955.0,109.19368825211365,23.028940768127878,501.8304748535156,巡航
T002,960.0,109.19305910494172,23.029286653003812,501.8304748535156,巡航
T002,965.0,109.1928191,23.0294186,495.64524113465586,下降
T002,970.0,109.1928191,23.0294186,485.64524113465586,下降
T002,975.0,109.1928191,23.0294186,475.64524113465586,下降
T002,980.0,109.1928191,23.0294186,465.64524113465586,下降
T002,985.0,109.1928191,23.0294186,455.64524113465586,下降
T002,990.0,109.1928191,23.0294186,445.64524113465586,下降
T002,995.0,109.1928191,23.0294186,435.64524113465586,下降
T002,1000.0,109.1928191,23.0294186,425.64524113465586,下降
T002,1005.0,109.1928191,23.0294186,415.64524113465586,下降
T002,1010.0,109.1928191,23.0294186,405.64524113465586,下降
T002,1015.0,109.1928191,23.0294186,395.64524113465586,下降
T002,1020.0,109.1928191,23.0294186,385.64524113465586,下降
T002,1025.0,109.1928191,23.0294186,375.64524113465586,下降
T002,1030.0,109.1928191,23.0294186,365.64524113465586,下降
T002,1035.0,109.1928191,23.0294186,355.64524113465586,下降
T002,1040.0,109.1928191,23.0294186,348.5,投送
T002,1045.0,109.1928191,23.0294186,348.5,投送
T002,1050.0,109.1928191,23.0294186,348.5,投送
T002,1055.0,109.1928191,23.0294186,348.5,投送
T002,1060.0,109.1928191,23.0294186,348.5,投送
T002,1065.0,109.1928191,23.0294186,348.5,投送
T002,1070.0,109.1928191,23.0294186,348.5,投送
T002,1075.0,109.1928191,23.0294186,348.5,投送
T002,1080.0,109.1928191,23.0294186,348.5,投送
T002,1085.0,109.1928191,23.0294186,348.5,投送
T002,1090.0,109.1928191,23.0294186,348.5,投送
T002,1095.0,109.1928191,23.0294186,348.5,投送
T002,1100.0,109.1928191,23.0294186,348.5,投送
T002,1105.0,109.1928191,23.0294186,348.5,投送
T002,1110.0,109.1928191,23.0294186,348.5,投送
T002,1115.0,109.1928191,23.0294186,348.5,投送
T002,1120.0,109.1928191,23.0294186,348.5,投送
T002,1125.0,109.1928191,23.0294186,348.5,投送
T002,1130.0,109.1928191,23.0294186,348.5,投送
T002,1135.0,109.1928191,23.0294186,348.5,投送
T002,1140.0,109.1928191,23.0294186,348.5,投送
T002,1145.0,109.1928191,23.0294186,348.5,投送
T002,1150.0,109.1928191,23.0294186,348.5,投送
T002,1155.0,109.1928191,23.0294186,348.5,投送
T002,1160.0,109.1928191,23.0294186,348.5,投送
T002,1165.0,109.1928191,23.0294186,348.5,投送
T002,1170.0,109.1928191,23.0294186,348.5,投送
T002,1175.0,109.1928191,23.0294186,348.5,投送
T002,1180.0,109.1928191,23.0294186,348.5,投送
T002,1185.0,109.1928191,23.0294186,348.5,投送
T002,1190.0,109.1928191,23.0294186,348.5,投送
T002,1195.0,109.1928191,23.0294186,348.5,投送
T002,1200.0,109.1928191,23.0294186,348.5,投送
T002,1205.0,109.1928191,23.0294186,348.5,投送
T002,1210.0,109.1928191,23.0294186,348.5,投送
T002,1215.0,109.1928191,23.0294186,348.5,投送
T002,1220.0,109.1928191,23.0294186,348.5,投送
T002,1225.0,109.1928191,23.0294186,348.5,投送
T002,1230.0,109.1928191,23.0294186,348.5,投送
T002,1235.0,109.1928191,23.0294186,348.5,投送
T002,1240.0,109.1928191,23.0294186,348.5,投送
T002,1245.0,109.1928191,23.0294186,348.5,投送
T002,1250.0,109.1928191,23.0294186,348.5,投送
T002,1255.0,109.1928191,23.0294186,348.5,投送
T002,1260.0,109.1928191,23.0294186,348.5,投送
T002,1265.0,109.1928191,23.0294186,348.5,投送
T002,1270.0,109.1928191,23.0294186,348.5,投送
T002,1275.0,109.1928191,23.0294186,348.5,投送
T002,1280.0,109.1928191,23.0294186,348.5,投送
T002,1285.0,109.1928191,23.0294186,348.5,投送
T002,1290.0,109.1928191,23.0294186,348.5,投送
T002,1295.0,109.1928191,23.0294186,348.5,投送
T002,1300.0,109.1928191,23.0294186,348.5,投送
T002,1305.0,109.1928191,23.0294186,348.5,投送
T002,1310.0,109.1928191,23.0294186,348.5,投送
T002,1315.0,109.1928191,23.0294186,348.5,投送
T002,1320.0,109.1928191,23.0294186,348.5,投送
T002,1325.0,109.1928191,23.0294186,348.5,投送
T002,1330.0,109.1928191,23.0294186,348.5,投送
T002,1335.0,109.1928191,23.0294186,348.5,投送
T002,1340.0,109.1928191,23.0294186,348.5,投送
T002,1345.0,109.1928191,23.0294186,348.5,投送
T002,1350.0,109.1928191,23.0294186,348.5,投送
T002,1355.0,109.1928191,23.0294186,348.5,投送
T002,1360.0,109.1928191,23.0294186,348.5,投送
T002,1365.0,109.1928191,23.0294186,348.5,投送
T002,1370.0,109.1928191,23.0294186,348.5,投送
T002,1375.0,109.1928191,23.0294186,348.5,投送
T002,1380.0,109.1928191,23.0294186,348.5,投送
T002,1385.0,109.1928191,23.0294186,348.5,投送
T002,1390.0,109.1928191,23.0294186,348.5,投送
T002,1395.0,109.1928191,23.0294186,348.5,投送
T002,1400.0,109.1928191,23.0294186,352.0684485816802,爬升
T002,1405.0,109.1928191,23.0294186,364.5684485816802,爬升
T002,1410.0,109.1928191,23.0294186,377.06844858168023,爬升
T002,1415.0,109.1928191,23.0294186,389.56844858168023,爬升
T002,1420.0,109.1928191,23.0294186,402.06844858168023,爬升
T002,1425.0,109.1928191,23.0294186,414.5684485816803,爬升
T002,1430.0,109.1928191,23.0294186,427.0684485816803,爬升
T002,1435.0,109.1928191,23.0294186,439.5684485816803,爬升
T002,1440.0,109.1928191,23.0294186,452.0684485816803,爬升
T002,1445.0,109.1928191,23.0294186,464.56844858168034,爬升
T002,1450.0,109.1928191,23.0294186,477.06844858168034,爬升
T002,1455.0,109.1928191,23.0294186,489.5684485816804,爬升
T002,1460.0,109.1928191,23.0294186,502.0684485816804,爬升
T002,1465.0,109.1928191,23.0294186,514.5684485816804,爬升
T002,1470.0,109.19326931963357,23.029757588184022,517.1478271484375,巡航
T002,1475.0,109.1938365971431,23.03018471387658,517.1478271484375,巡航
T002,1480.0,109.19440387465264,23.030611839569136,517.1478271484375,巡航
T002,1485.0,109.19497115216218,23.031038965261693,517.1478271484375,巡航
T002,1490.0,109.19553842967171,23.03146609095425,517.1478271484375,巡航
T002,1495.0,109.19610570718125,23.031893216646807,517.1478271484375,巡航
T002,1500.0,109.19667298469079,23.032320342339364,517.1478271484375,巡航
T002,1505.0,109.19724026220032,23.03274746803192,517.1478271484375,巡航
T002,1510.0,109.19780753970986,23.03317459372448,517.1478271484375,巡航
T002,1515.0,109.19837481721939,23.033601719417035,517.1478271484375,巡航
T002,1520.0,109.19894209472893,23.034028845109592,517.1478271484375,巡航
T002,1525.0,109.19950937223847,23.03445597080215,517.1478271484375,巡航
T002,1530.0,109.200076649748,23.034883096494706,517.1478271484375,巡航
T002,1535.0,109.20064392725754,23.035310222187263,517.1478271484375,巡航
T002,1540.0,109.20121120476708,23.03573734787982,517.1478271484375,巡航
T002,1545.0,109.20177848227661,23.036164473572377,517.1478271484375,巡航
T002,1550.0,109.20234575978614,23.036591599264934,517.1478271484375,巡航
T002,1555.0,109.20291303729569,23.03701872495749,517.1478271484375,巡航
T002,1560.0,109.20348031480522,23.037445850650048,517.1478271484375,巡航
T002,1565.0,109.20404759231475,23.037872976342605,517.1478271484375,巡航
T002,1570.0,109.2046148698243,23.038300102035162,517.1478271484375,巡航
T002,1575.0,109.20518214733383,23.03872722772772,517.1478271484375,巡航
T002,1580.0,109.20574942484336,23.039154353420276,517.1478271484375,巡航
T002,1585.0,109.2063167023529,23.039581479112833,517.1478271484375,巡航
T002,1590.0,109.20688397986244,23.04000860480539,517.1478271484375,巡航
T002,1595.0,109.20745125737197,23.040435730497947,517.1478271484375,巡航
T002,1600.0,109.2080185348815,23.040862856190504,517.1478271484375,巡航
T002,1605.0,109.20858581239104,23.04128998188306,517.1478271484375,巡航
T002,1610.0,109.20915308990058,23.041717107575618,517.1478271484375,巡航
T002,1615.0,109.20972036741011,23.042144233268175,517.1478271484375,巡航
T002,1620.0,109.21028764491965,23.042571358960732,517.1478271484375,巡航
T002,1625.0,109.21085492242919,23.04299848465329,517.1478271484375,巡航
T002,1630.0,109.21142219993872,23.043425610345846,517.1478271484375,巡航
T002,1635.0,109.21198947744826,23.043852736038403,517.1478271484375,巡航
T002,1640.0,109.21255675495779,23.04427986173096,517.1478271484375,巡航
T002,1645.0,109.21312403246733,23.044706987423517,517.1478271484375,巡航
T002,1650.0,109.21369130997687,23.045134113116074,517.1478271484375,巡航
T002,1655.0,109.2142585874864,23.04556123880863,517.1478271484375,巡航
T002,1660.0,109.21482586499594,23.045988364501188,517.1478271484375,巡航
T002,1665.0,109.21539314250548,23.046415490193745,517.1478271484375,巡航
T002,1670.0,109.21596042001501,23.046842615886302,517.1478271484375,巡航
T002,1675.0,109.21652769752454,23.04726974157886,517.1478271484375,巡航
T002,1680.0,109.21709497503409,23.047696867271416,517.1478271484375,巡航
T002,1685.0,109.21766225254362,23.048123992963973,517.1478271484375,巡航
